"24.09.2023 13:40:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 14:28:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 14:28:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 14:28:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 14:28:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 14:28:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 14:28:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 14:28:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 14:28:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 14:28:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 15:12:21 | I killed him  | 127.0.0.1:55152 | AlexHome |  | Killed"
"01.06.2024 16:54:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 16:54:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 16:54:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 16:54:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 16:54:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:36:28 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:36:28 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:36:28 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:42 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:46 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:46 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:46 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:39:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
